44.224257,-76.4971549,57.126,0.018,-0.02,0.01,0.0,1685461980.0052664
44.224257,-76.4971549,57.126,0.018,-0.02,0.0,-0.01,1685461980.0555706
44.224257,-76.4971549,57.116,0.003,-0.02,0.0,-0.01,1685461980.105846
44.2242571,-76.497155,57.106,0.03,0.0,0.01,-0.01,1685461980.156138
44.2242572,-76.497155,57.103,0.043,-0.02,0.02,0.01,1685461980.2064772
44.2242572,-76.4971551,57.109,0.036,-0.04,0.02,0.01,1685461980.2567909
44.2242572,-76.4971551,57.109,0.036,-0.03,0.02,0.01,1685461980.3070955
44.2242573,-76.4971551,57.109,0.03,-0.03,0.02,0.01,1685461980.357442
44.2242574,-76.4971551,57.11,0.037,-0.01,0.03,0.01,1685461980.4077494
44.2242574,-76.4971551,57.112,0.031,0.0,0.03,0.02,1685461980.458218
44.2242574,-76.4971551,57.112,0.031,-0.02,0.02,0.01,1685461980.508595
44.2242575,-76.4971551,57.121,0.034,-0.02,0.02,0.01,1685461980.5589259
44.2242576,-76.4971551,57.116,0.043,-0.01,0.02,0.02,1685461980.609237
44.2242576,-76.4971551,57.11,0.034,-0.02,0.03,0.03,1685461980.6595495
44.2242576,-76.4971552,57.099,0.02,-0.01,0.03,0.02,1685461980.7105134
44.2242577,-76.4971552,57.088,0.017,0.01,-0.01,-0.02,1685461980.760826
44.2242577,-76.4971552,57.091,0.027,0.01,0.01,-0.01,1685461980.8111303
44.2242577,-76.4971552,57.097,0.033,0.02,0.0,-0.02,1685461980.8614671
44.2242577,-76.4971552,57.103,0.035,0.01,-0.02,-0.03,1685461980.9118457
44.2242578,-76.4971552,57.091,0.006,-0.01,-0.02,-0.02,1685461980.9621625
44.2242578,-76.4971552,57.082,0.025,0.0,0.0,-0.01,1685461981.0128095
44.2242578,-76.4971551,57.086,0.055,0.02,0.0,-0.02,1685461981.0632792
44.2242578,-76.4971551,57.091,0.058,0.05,-0.01,-0.03,1685461981.1136017
44.2242578,-76.497155,57.097,0.055,0.04,-0.02,-0.04,1685461981.1638923
44.2242578,-76.497155,57.097,0.055,0.04,-0.02,-0.03,1685461981.214236
44.2242579,-76.4971551,57.099,0.023,0.04,-0.02,-0.03,1685461981.2645884
44.224258,-76.4971552,57.094,0.02,0.01,-0.01,-0.02,1685461981.315015
44.224258,-76.4971552,57.089,0.048,0.01,-0.01,-0.01,1685461981.3654144
44.224258,-76.4971552,57.088,0.032,0.05,0.0,-0.01,1685461981.4157863
44.2242581,-76.4971552,57.097,0.016,0.03,-0.01,-0.01,1685461981.4663737
44.2242581,-76.4971552,57.087,0.014,0.01,-0.01,-0.01,1685461981.5169766
44.2242582,-76.4971553,57.082,0.004,0.0,-0.01,-0.01,1685461981.5674973
44.2242582,-76.4971553,57.077,0.006,0.0,0.0,0.0,1685461981.6179557
44.2242582,-76.4971553,57.077,0.019,0.0,-0.01,0.0,1685461981.6696072
44.2242582,-76.4971553,57.077,0.019,0.01,-0.01,-0.01,1685461981.7202067
44.2242582,-76.4971553,57.069,0.021,0.01,-0.01,-0.01,1685461981.770752
44.2242582,-76.4971552,57.063,0.048,0.01,-0.01,-0.01,1685461981.8212101
44.2242582,-76.4971552,57.077,0.067,0.04,-0.02,-0.02,1685461981.8716898
44.2242582,-76.4971551,57.093,0.085,0.04,-0.04,-0.04,1685461981.9221637
44.2242583,-76.497155,57.099,0.067,0.04,-0.06,-0.05,1685461981.972762
44.2242583,-76.4971551,57.086,0.022,0.04,-0.04,-0.03,1685461982.023254
44.2242584,-76.4971551,57.081,0.031,0.02,-0.01,0.0,1685461982.0739436
44.2242585,-76.4971552,57.08,0.031,0.03,0.01,0.02,1685461982.1247969
44.2242586,-76.4971551,57.094,0.021,0.03,0.0,0.01,1685461982.1754425
44.2242586,-76.4971552,57.09,0.018,0.02,-0.01,0.01,1685461982.2260613
44.2242586,-76.4971552,57.077,0.009,0.02,-0.02,0.0,1685461982.276696
44.2242586,-76.4971553,57.062,0.004,0.01,-0.01,0.01,1685461982.3273582
44.2242586,-76.4971553,57.06,0.031,0.0,-0.01,0.01,1685461982.3782308
44.2242586,-76.4971553,57.06,0.031,0.03,-0.02,0.0,1685461982.4288795
44.2242586,-76.4971553,57.053,0.035,0.03,-0.02,0.0,1685461982.4795356
44.2242587,-76.4971553,57.046,0.022,0.02,-0.03,-0.01,1685461982.5304024
44.2242587,-76.4971553,57.046,0.022,0.02,-0.02,0.0,1685461982.5810132
44.2242587,-76.4971553,57.046,0.022,0.02,-0.02,0.0,1685461982.631513
44.2242588,-76.4971555,56.987,0.027,0.02,-0.02,0.0,1685461982.6819801
44.2242588,-76.4971555,56.987,0.027,0.0,0.02,0.02,1685461982.7323477
44.2242588,-76.4971555,56.975,0.049,0.0,0.02,0.02,1685461982.7827117
44.2242589,-76.4971555,56.975,0.033,0.03,0.03,0.02,1685461982.833168
44.2242589,-76.4971555,56.982,0.028,0.03,0.03,0.02,1685461982.8836458
44.2242589,-76.4971555,56.982,0.028,0.03,0.03,0.02,1685461982.9341173
44.224259,-76.4971555,56.983,0.023,-0.01,0.01,0.02,1685461982.9846025
44.224259,-76.4971555,56.983,0.023,-0.02,0.0,0.01,1685461983.0350955
44.224259,-76.4971555,56.98,0.014,-0.02,0.0,0.01,1685461983.085512
44.224259,-76.4971555,56.98,0.014,-0.01,-0.01,0.0,1685461983.1358702
44.224259,-76.4971555,56.976,0.011,-0.01,-0.01,0.0,1685461983.1864073
44.224259,-76.4971556,56.958,0.02,0.0,-0.01,0.0,1685461983.2369835
44.224259,-76.4971556,56.947,0.027,0.02,0.0,0.0,1685461983.2876112
44.224259,-76.4971556,56.947,0.027,0.02,-0.01,-0.01,1685461983.3381646
44.224259,-76.4971556,56.95,0.024,0.02,-0.01,-0.01,1685461983.3886707
44.2242591,-76.4971557,56.935,0.01,0.01,-0.01,-0.01,1685461983.439241
44.2242591,-76.4971557,56.934,0.006,0.0,-0.01,-0.01,1685461983.4897413
44.2242592,-76.4971557,56.942,0.012,0.0,0.0,0.0,1685461983.5403264
44.2242592,-76.4971557,56.942,0.012,0.01,0.0,0.0,1685461983.5908542
44.2242592,-76.4971557,56.939,0.008,0.01,0.0,0.0,1685461983.6413336
44.2242592,-76.4971558,56.93,0.028,-0.01,0.0,0.0,1685461983.6918085
44.2242592,-76.4971557,56.928,0.029,-0.03,-0.01,0.0,1685461983.7422898
44.2242592,-76.4971557,56.928,0.029,0.01,-0.02,-0.02,1685461983.7928004
44.2242592,-76.4971556,56.93,0.057,0.01,-0.02,-0.02,1685461983.843299
44.2242592,-76.4971556,56.929,0.054,0.05,-0.01,-0.02,1685461983.893682
44.2242593,-76.4971556,56.932,0.041,0.05,-0.01,-0.02,1685461983.9440253
44.2242593,-76.4971556,56.932,0.041,0.04,-0.01,-0.01,1685461983.994448
44.2242594,-76.4971556,56.94,0.036,0.04,-0.01,-0.01,1685461984.0454388
44.2242594,-76.4971556,56.936,0.044,0.03,-0.01,-0.01,1685461984.095794
44.2242595,-76.4971556,56.935,0.044,0.04,-0.01,-0.01,1685461984.1461349
44.2242595,-76.4971557,56.927,0.033,0.04,0.0,0.0,1685461984.1967728
44.2242595,-76.4971557,56.927,0.033,0.03,-0.01,-0.01,1685461984.2472382
44.2242596,-76.4971557,56.927,0.029,0.03,-0.01,-0.01,1685461984.297607
44.2242597,-76.4971557,56.928,0.025,0.03,-0.01,-0.01,1685461984.3479426
44.2242597,-76.4971558,56.923,0.029,0.02,0.0,0.01,1685461984.3982863
44.2242597,-76.4971558,56.923,0.029,0.03,-0.01,-0.01,1685461984.4487066
44.2242598,-76.4971558,56.921,0.026,0.03,-0.01,-0.01,1685461984.499137
44.2242599,-76.4971558,56.931,0.02,0.03,-0.01,0.0,1685461984.5494764
44.22426,-76.4971558,56.946,0.021,0.02,-0.01,0.01,1685461984.5997984
44.22426,-76.4971558,56.946,0.021,-0.02,-0.01,0.01,1685461984.6501591
44.2242601,-76.4971559,56.944,0.019,-0.02,-0.01,0.01,1685461984.7004986
44.2242601,-76.4971559,56.941,0.031,-0.01,0.0,0.02,1685461984.750839
44.2242602,-76.497156,56.938,0.036,0.02,0.01,0.03,1685461984.8011427
44.2242603,-76.497156,56.935,0.023,0.03,0.01,0.03,1685461984.8514607
44.2242604,-76.4971561,56.924,0.045,0.01,0.0,0.03,1685461984.9019094
44.2242604,-76.4971562,56.918,0.047,-0.03,0.01,0.04,1685461984.9523191
44.2242605,-76.4971563,56.901,0.023,-0.04,0.0,0.03,1685461985.0026758
44.2242605,-76.4971563,56.901,0.023,0.02,0.0,0.02,1685461985.0536933
44.2242606,-76.4971564,56.897,0.012,0.02,0.0,0.02,1685461985.1040514
44.2242606,-76.4971565,56.885,0.018,-0.01,-0.01,0.0,1685461985.1543589
44.2242606,-76.4971565,56.885,0.018,-0.02,0.0,0.01,1685461985.2046905
44.2242606,-76.4971565,56.875,0.019,-0.02,0.0,0.01,1685461985.2550185
44.2242607,-76.4971566,56.868,0.002,0.02,0.0,0.0,1685461985.305473
44.2242608,-76.4971566,56.868,0.004,0.0,-0.01,0.0,1685461985.3558545
44.2242609,-76.4971566,56.876,0.025,0.0,0.0,0.01,1685461985.4062095
44.224261,-76.4971567,56.872,0.024,-0.01,0.01,0.02,1685461985.4566617
44.224261,-76.4971567,56.869,0.018,-0.01,0.0,0.02,1685461985.5070307
44.2242611,-76.4971567,56.868,0.016,0.0,0.0,0.02,1685461985.5574749
44.2242612,-76.4971568,56.866,0.03,-0.01,0.0,0.02,1685461985.6079845
44.2242612,-76.4971568,56.866,0.03,-0.02,0.0,0.02,1685461985.658344
44.2242612,-76.4971568,56.862,0.019,-0.02,0.0,0.02,1685461985.7087135
44.2242612,-76.4971569,56.839,0.011,0.0,0.0,0.02,1685461985.7591262
44.2242613,-76.497157,56.836,0.018,0.01,0.0,0.0,1685461985.8095133
44.2242613,-76.497157,56.832,0.009,0.0,-0.02,-0.01,1685461985.859838
44.2242614,-76.4971571,56.828,0.018,0.0,-0.01,0.0,1685461985.9101696
44.2242614,-76.4971571,56.823,0.026,-0.01,0.0,0.02,1685461985.960593
44.2242615,-76.4971572,56.819,0.044,-0.02,0.0,0.02,1685461986.010929
44.2242616,-76.4971572,56.819,0.03,-0.03,0.01,0.03,1685461986.0612679
44.2242617,-76.4971572,56.824,0.026,0.0,0.02,0.03,1685461986.111569
44.2242618,-76.4971573,56.821,0.032,0.0,0.01,0.02,1685461986.161871
44.2242618,-76.4971573,56.816,0.037,-0.02,0.01,0.03,1685461986.2121725
44.2242619,-76.4971574,56.808,0.051,-0.03,0.0,0.02,1685461986.2626169
44.224262,-76.4971575,56.802,0.054,-0.04,0.01,0.03,1685461986.313038
44.224262,-76.4971576,56.786,0.046,-0.04,0.01,0.03,1685461986.3634117
44.2242621,-76.4971576,56.79,0.033,-0.02,0.02,0.03,1685461986.4138322
44.2242622,-76.4971576,56.79,0.023,0.0,0.02,0.03,1685461986.4642975
44.2242622,-76.4971576,56.79,0.023,0.0,0.01,0.02,1685461986.5146635
44.2242622,-76.4971577,56.782,0.016,0.0,0.01,0.02,1685461986.564987
44.2242622,-76.4971577,56.775,0.009,-0.01,0.01,0.01,1685461986.6153402
44.2242623,-76.4971578,56.771,0.008,0.01,0.0,0.0,1685461986.6656551
44.2242624,-76.4971578,56.776,0.007,0.0,0.0,0.01,1685461986.7159688
44.2242625,-76.4971579,56.773,0.003,-0.01,-0.01,0.0,1685461986.7662916
44.2242626,-76.497158,56.76,0.013,0.0,0.0,0.0,1685461986.8166454
44.2242626,-76.4971581,56.75,0.019,0.01,0.0,0.0,1685461986.8669465
44.2242626,-76.4971581,56.75,0.019,0.01,0.01,0.01,1685461986.9173563
44.2242627,-76.4971582,56.743,0.024,0.01,0.01,0.01,1685461986.967818
44.2242628,-76.4971582,56.743,0.02,-0.02,0.0,0.01,1685461987.0181777
44.2242628,-76.4971582,56.737,0.017,-0.02,0.01,0.01,1685461987.0691674
44.2242629,-76.4971583,56.739,0.01,-0.01,0.01,0.01,1685461987.1195517
44.2242629,-76.4971583,56.739,0.01,-0.01,0.0,0.01,1685461987.1700268
44.224263,-76.4971584,56.734,0.027,-0.01,0.0,0.01,1685461987.2204921
44.2242632,-76.4971584,56.749,0.03,-0.03,0.0,0.0,1685461987.2709079
44.2242633,-76.4971585,56.752,0.061,-0.03,0.0,0.01,1685461987.3213406
44.2242634,-76.4971585,56.747,0.08,-0.03,0.0,0.01,1685461987.3718214
44.2242635,-76.4971586,56.746,0.083,-0.04,0.04,0.06,1685461987.4222908
44.2242635,-76.4971586,56.746,0.083,-0.06,0.02,0.05,1685461987.472805
44.2242636,-76.4971587,56.752,0.069,-0.06,0.02,0.05,1685461987.5232487
44.2242637,-76.4971587,56.752,0.062,-0.05,0.02,0.05,1685461987.5737636
44.2242638,-76.4971587,56.758,0.043,-0.01,0.04,0.05,1685461987.624375
44.2242638,-76.4971587,56.758,0.043,0.02,0.02,0.03,1685461987.674923
44.2242639,-76.4971588,56.758,0.038,0.02,0.02,0.03,1685461987.725368
44.224264,-76.4971588,56.759,0.038,0.0,0.02,0.03,1685461987.7758694
44.2242641,-76.4971589,56.756,0.048,-0.02,0.01,0.03,1685461987.8263195
44.2242641,-76.4971589,56.751,0.031,-0.02,0.02,0.04,1685461987.8767474
44.2242641,-76.4971589,56.751,0.031,0.01,0.02,0.03,1685461987.9272082
44.2242642,-76.4971589,56.748,0.019,0.01,0.02,0.03,1685461987.9777012
44.2242643,-76.497159,56.752,0.011,0.02,0.0,0.01,1685461988.028143
44.2242644,-76.4971591,56.75,0.028,0.0,0.0,0.01,1685461988.0786037
44.2242644,-76.4971591,56.75,0.028,-0.03,-0.01,0.01,1685461988.1292782
44.2242644,-76.4971591,56.746,0.012,-0.03,-0.01,0.01,1685461988.1797357
44.2242646,-76.4971591,56.756,0.057,0.01,0.0,0.01,1685461988.230143
44.2242648,-76.4971592,56.772,0.028,-0.04,0.02,0.04,1685461988.2815
44.2242649,-76.4971593,56.77,0.033,0.0,0.01,0.03,1685461988.3320558
44.224265,-76.4971593,56.786,0.029,-0.01,0.01,0.03,1685461988.3826191
44.224265,-76.4971593,56.786,0.029,-0.01,0.0,0.03,1685461988.4331954
44.224265,-76.4971593,56.79,0.033,-0.01,0.0,0.03,1685461988.4837222
44.2242651,-76.4971593,56.8,0.017,-0.02,0.0,0.03,1685461988.5341969
44.2242652,-76.4971594,56.807,0.021,-0.01,-0.02,0.02,1685461988.58466
44.2242653,-76.4971594,56.807,0.024,-0.01,-0.01,0.03,1685461988.6351147
44.2242653,-76.4971595,56.801,0.027,0.0,0.0,0.03,1685461988.6855493
44.2242654,-76.4971595,56.808,0.032,0.0,0.0,0.04,1685461988.735965
44.2242655,-76.4971595,56.809,0.023,0.0,0.0,0.04,1685461988.786522
44.2242655,-76.4971595,56.809,0.023,0.0,0.0,0.03,1685461988.83704
44.2242656,-76.4971596,56.803,0.042,0.0,0.0,0.03,1685461988.8874962
44.2242657,-76.4971597,56.797,0.064,-0.01,0.01,0.05,1685461988.9379435
44.2242658,-76.4971598,56.791,0.06,-0.03,0.02,0.06,1685461988.9893944
44.2242659,-76.4971599,56.793,0.038,-0.03,0.02,0.05,1685461989.040042
44.2242659,-76.4971599,56.792,0.019,-0.02,0.0,0.04,1685461989.0905707
44.224266,-76.4971601,56.787,0.071,-0.01,0.0,0.03,1685461989.1411366
44.2242661,-76.4971602,56.778,0.033,-0.06,0.0,0.04,1685461989.1916504
44.2242662,-76.4971603,56.777,0.024,-0.06,0.0,0.04,1685461989.2432728
44.2242662,-76.4971603,56.771,0.013,-0.01,0.0,0.03,1685461989.293708
44.2242662,-76.4971603,56.767,0.005,0.0,0.0,0.02,1685461989.344273
44.2242662,-76.4971603,56.767,0.005,0.0,-0.01,0.01,1685461989.3948543
44.2242662,-76.4971604,56.764,0.024,0.0,-0.01,0.01,1685461989.4453607
44.2242663,-76.4971605,56.765,0.021,-0.02,-0.02,0.01,1685461989.4959197
44.2242664,-76.4971605,56.76,0.023,-0.01,0.0,0.02,1685461989.546426
44.2242664,-76.4971605,56.761,0.015,0.0,0.01,0.03,1685461989.5968971
44.2242665,-76.4971606,56.764,0.013,0.01,0.0,0.02,1685461989.6473744
44.2242665,-76.4971606,56.77,0.033,0.01,-0.01,0.01,1685461989.6979642
44.2242665,-76.4971607,56.763,0.04,0.01,-0.03,-0.01,1685461989.7485812
44.2242666,-76.4971607,56.768,0.018,0.02,-0.03,-0.02,1685461989.799055
44.2242667,-76.4971607,56.772,0.008,0.02,-0.02,0.0,1685461989.8495018
44.2242667,-76.4971608,56.765,0.011,0.01,-0.01,0.01,1685461989.8999465
44.2242667,-76.4971608,56.765,0.011,0.01,-0.01,0.01,1685461989.9503834
44.2242667,-76.4971608,56.757,0.017,0.01,-0.01,0.01,1685461990.0008166
44.2242667,-76.4971609,56.746,0.022,0.01,-0.02,0.0,1685461990.0513134
44.2242668,-76.4971609,56.745,0.04,0.02,0.0,0.01,1685461990.1019816
44.2242668,-76.4971608,56.752,0.053,0.04,0.0,0.0,1685461990.152423
44.2242668,-76.4971608,56.754,0.044,0.04,0.0,0.0,1685461990.2029479
44.2242669,-76.4971609,56.762,0.012,0.03,-0.02,-0.02,1685461990.2533996
44.224267,-76.497161,56.762,0.003,-0.01,-0.02,0.01,1685461990.305168
44.224267,-76.497161,56.762,0.003,0.0,-0.01,0.01,1685461990.3557763
44.2242671,-76.4971611,56.762,0.026,0.0,-0.01,0.01,1685461990.4063983
44.2242672,-76.4971611,56.758,0.045,-0.02,0.0,0.02,1685461990.457019
44.2242672,-76.4971612,56.752,0.039,-0.02,0.02,0.04,1685461990.507616
44.2242673,-76.4971613,56.748,0.03,-0.02,0.02,0.04,1685461990.5581443
44.2242673,-76.4971613,56.739,0.009,-0.02,0.0,0.02,1685461990.6086597
44.2242673,-76.4971614,56.746,0.021,0.0,-0.01,0.0,1685461990.6591518
44.2242674,-76.4971614,56.754,0.015,0.01,-0.02,-0.01,1685461990.7096508
44.2242675,-76.4971615,56.749,0.038,-0.01,-0.01,0.01,1685461990.7601588
44.2242675,-76.4971615,56.744,0.043,-0.03,0.0,0.02,1685461990.8106885
44.2242676,-76.4971615,56.75,0.031,-0.03,0.0,0.02,1685461990.8611844
44.2242677,-76.4971615,56.75,0.021,-0.03,0.0,0.02,1685461990.9116778
44.2242677,-76.4971616,56.76,0.018,0.02,0.0,0.01,1685461990.9621687
44.2242678,-76.4971616,56.766,0.029,0.0,0.0,0.02,1685461991.012713
44.2242679,-76.4971617,56.772,0.012,-0.02,0.0,0.03,1685461991.063329
44.2242679,-76.4971617,56.772,0.012,-0.01,-0.01,0.02,1685461991.1138678
44.224268,-76.4971617,56.771,0.005,-0.01,-0.01,0.02,1685461991.164364
44.224268,-76.4971618,56.762,0.013,0.01,-0.01,0.01,1685461991.2148597
44.2242681,-76.4971618,56.758,0.033,0.0,0.0,0.02,1685461991.265312
44.2242681,-76.4971618,56.758,0.033,0.03,0.0,0.01,1685461991.3157656
44.2242681,-76.4971619,56.76,0.043,0.03,0.0,0.01,1685461991.367331
44.2242682,-76.4971619,56.755,0.044,0.04,0.0,0.01,1685461991.4177911
44.2242682,-76.4971619,56.755,0.024,0.04,0.02,0.02,1685461991.4683354
44.2242683,-76.497162,56.76,0.043,0.0,0.01,0.02,1685461991.518974
44.2242683,-76.497162,56.76,0.043,0.0,0.02,0.04,1685461991.56945
44.2242684,-76.497162,56.767,0.031,0.0,0.02,0.04,1685461991.6199317
44.2242684,-76.497162,56.766,0.032,-0.02,0.0,0.03,1685461991.6704001
44.2242685,-76.4971621,56.765,0.044,-0.03,0.0,0.02,1685461991.7209756
44.2242685,-76.4971621,56.76,0.022,-0.04,0.0,0.02,1685461991.7715921
44.2242685,-76.4971621,56.76,0.022,-0.02,0.0,0.02,1685461991.8221226
44.2242685,-76.4971622,56.748,0.02,-0.02,0.0,0.02,1685461991.8726392
44.2242686,-76.4971623,56.742,0.023,0.0,0.01,0.02,1685461991.923126
44.2242686,-76.4971624,56.74,0.015,0.0,0.01,0.02,1685461991.97359
44.2242686,-76.4971624,56.74,0.015,-0.01,0.0,0.01,1685461992.0240352
44.2242687,-76.4971624,56.743,0.013,-0.01,0.0,0.01,1685461992.0744805
44.2242687,-76.4971625,56.747,0.031,0.0,0.0,0.02,1685461992.1250772
44.2242688,-76.4971625,56.748,0.034,-0.03,-0.01,0.01,1685461992.1756535
44.2242688,-76.4971626,56.746,0.045,-0.03,0.0,0.02,1685461992.2261794
44.2242688,-76.4971626,56.746,0.045,-0.04,0.0,0.03,1685461992.2766776
44.2242689,-76.4971627,56.733,0.034,-0.04,0.0,0.03,1685461992.3272212
44.2242689,-76.4971627,56.733,0.032,0.0,0.02,0.03,1685461992.377755
44.224269,-76.4971627,56.74,0.031,0.02,0.01,0.02,1685461992.4283917
44.2242691,-76.4971628,56.753,0.027,0.0,0.01,0.03,1685461992.4790347
44.2242692,-76.4971629,56.759,0.04,-0.02,-0.01,0.02,1685461992.5295367
44.2242692,-76.4971629,56.759,0.04,-0.02,-0.01,0.02,1685461992.5799854
44.2242693,-76.497163,56.757,0.06,-0.02,0.01,0.04,1685461992.630434
44.2242694,-76.497163,56.764,0.074,-0.01,0.03,0.06,1685461992.6810048
44.2242694,-76.497163,56.764,0.069,-0.02,0.03,0.07,1685461992.7316198
44.2242694,-76.497163,56.775,0.047,-0.02,0.03,0.06,1685461992.7820916
44.2242694,-76.497163,56.775,0.047,-0.03,0.01,0.05,1685461992.8325248
44.2242694,-76.497163,56.764,0.038,-0.03,0.01,0.05,1685461992.882991
44.2242693,-76.497163,56.755,0.024,0.01,0.01,0.04,1685461992.9334664
44.2242693,-76.497163,56.755,0.024,0.01,0.0,0.03,1685461992.983932
44.2242694,-76.497163,56.763,0.026,0.01,0.0,0.03,1685461993.0343878
44.2242694,-76.497163,56.766,0.025,0.01,0.0,0.03,1685461993.0848732
44.2242693,-76.497163,56.757,0.036,-0.01,0.0,0.03,1685461993.1355221
44.2242693,-76.497163,56.759,0.044,0.03,0.01,0.03,1685461993.1860723
44.2242693,-76.497163,56.759,0.044,0.04,0.0,0.02,1685461993.2366464
44.2242694,-76.497163,56.758,0.037,0.04,0.0,0.02,1685461993.2871203
44.2242694,-76.4971631,56.756,0.036,0.01,0.01,0.04,1685461993.3377185
44.2242694,-76.4971631,56.752,0.024,0.0,0.01,0.04,1685461993.388241
44.2242694,-76.4971632,56.744,0.031,0.0,0.0,0.03,1685461993.4387817
44.2242694,-76.4971632,56.744,0.031,-0.02,0.0,0.03,1685461993.4893765
44.2242694,-76.4971633,56.745,0.062,-0.02,0.0,0.03,1685461993.5399225
44.2242694,-76.4971633,56.745,0.069,-0.05,0.0,0.04,1685461993.5903976
44.2242694,-76.4971633,56.742,0.03,-0.06,-0.01,0.04,1685461993.6408937
44.2242694,-76.4971634,56.735,0.015,-0.06,-0.01,0.04,1685461993.6914165
44.2242693,-76.4971634,56.719,0.035,-0.01,-0.02,0.01,1685461993.7419872
44.2242693,-76.4971634,56.71,0.007,-0.03,-0.02,0.0,1685461993.7926047
44.2242693,-76.4971635,56.702,0.027,0.0,-0.01,0.0,1685461993.843183
44.2242694,-76.4971635,56.713,0.073,-0.02,0.0,0.02,1685461993.89374
44.2242695,-76.4971636,56.723,0.063,-0.05,0.02,0.05,1685461993.9443157
44.2242695,-76.4971636,56.731,0.048,-0.04,0.02,0.05,1685461993.9948618
44.2242696,-76.4971636,56.74,0.051,-0.01,0.02,0.05,1685461994.0454025
44.2242697,-76.4971636,56.748,0.064,-0.02,0.02,0.05,1685461994.095898
44.2242697,-76.4971636,56.757,0.083,-0.04,0.02,0.05,1685461994.1463902
44.2242698,-76.4971636,56.764,0.087,-0.05,0.03,0.07,1685461994.1968992
44.2242697,-76.4971637,56.759,0.055,-0.05,0.03,0.07,1685461994.2474253
44.2242697,-76.4971637,56.759,0.055,-0.01,0.02,0.05,1685461994.2979636
44.2242697,-76.4971636,56.76,0.043,-0.01,0.02,0.05,1685461994.3484645
44.2242697,-76.4971636,56.762,0.026,0.0,0.02,0.04,1685461994.3989906
44.2242697,-76.4971636,56.762,0.026,0.0,0.0,0.03,1685461994.4496133
44.2242697,-76.4971636,56.766,0.041,0.0,0.0,0.03,1685461994.5002384
44.2242697,-76.4971636,56.773,0.043,-0.02,0.01,0.04,1685461994.5508122
44.2242697,-76.4971636,56.763,0.013,-0.04,-0.01,0.03,1685461994.601335
44.2242696,-76.4971636,56.756,0.015,0.0,-0.01,0.02,1685461994.65183
44.2242696,-76.4971636,56.756,0.015,0.02,-0.01,0.01,1685461994.702329
44.2242696,-76.4971636,56.758,0.013,0.02,-0.01,0.01,1685461994.7528756
44.2242696,-76.4971636,56.758,0.013,0.01,-0.01,0.01,1685461994.8033628
44.2242696,-76.4971636,56.763,0.019,0.01,-0.01,0.01,1685461994.8538206
44.2242695,-76.4971636,56.736,0.028,0.0,-0.03,0.0,1685461994.9043462
