44.2242304,-76.4972279,105.803,0.023,05:16:2023:16:11:30.282339
44.2242283,-76.4972261,105.885,0.003,05:16:2023:16:11:32.278393
44.224228,-76.4972259,105.815,0.042,05:16:2023:16:11:33.279442
44.2242267,-76.4972259,106.025,0.014,05:16:2023:16:11:34.279456
44.2242251,-76.4972258,106.338,0.008,05:16:2023:16:11:35.278744
44.2242233,-76.4972256,106.698,0.001,05:16:2023:16:11:36.279745
44.2242213,-76.4972259,107.14,0.019,05:16:2023:16:11:37.278631
44.2242194,-76.497226,107.49,0.046,05:16:2023:16:11:38.279267
44.2242173,-76.4972262,107.932,0.013,05:16:2023:16:11:39.279063
44.2242154,-76.4972267,108.419,0.035,05:16:2023:16:11:40.278381
44.2242137,-76.497227,108.846,0.004,05:16:2023:16:11:41.281268
44.2242119,-76.4972273,109.312,0.004,05:16:2023:16:11:42.281124
44.2242102,-76.4972278,109.777,0.013,05:16:2023:16:11:43.282431
44.2242084,-76.4972283,110.282,0.013,05:16:2023:16:11:44.282802
44.2242066,-76.4972286,110.783,0.009,05:16:2023:16:11:45.281097
44.2242051,-76.4972289,111.206,0.023,05:16:2023:16:11:46.279039
44.2242034,-76.4972291,111.62,0.014,05:16:2023:16:11:47.280185
44.2242015,-76.4972293,112.133,0.006,05:16:2023:16:11:48.277425
44.2241997,-76.4972292,112.579,0.016,05:16:2023:16:11:49.274700
44.2241982,-76.497229,112.891,0.011,05:16:2023:16:11:50.278037
44.2241967,-76.4972284,113.12,0.022,05:16:2023:16:11:51.280351
44.2241953,-76.497228,113.355,0.008,05:16:2023:16:11:52.282131
44.2241937,-76.4972277,113.636,0.006,05:16:2023:16:11:53.281152
44.2241932,-76.4972275,113.709,0.025,05:16:2023:16:11:54.281005
44.2241925,-76.497227,113.788,0.031,05:16:2023:16:11:55.282181
44.2241921,-76.4972268,113.861,0.002,05:16:2023:16:11:56.282850
44.2241918,-76.4972266,113.9,0.004,05:16:2023:16:11:57.280633
44.2241915,-76.4972264,113.907,0.003,05:16:2023:16:11:58.277391
44.2241914,-76.4972265,113.889,0.014,05:16:2023:16:11:59.278272
44.2241915,-76.4972266,113.766,0.006,05:16:2023:16:12:00.278935
44.2241917,-76.4972266,113.617,0.009,05:16:2023:16:12:01.278808
44.2241917,-76.4972264,113.587,0.025,05:16:2023:16:12:02.277910
44.224192,-76.4972263,113.492,0.012,05:16:2023:16:12:03.277578
44.2241925,-76.4972265,113.376,0.022,05:16:2023:16:12:04.277076
44.224193,-76.4972268,113.332,0.047,05:16:2023:16:12:05.276144
44.2241936,-76.4972268,113.215,0.006,05:16:2023:16:12:06.277013
44.2241944,-76.4972267,113.007,0.027,05:16:2023:16:12:07.273801
44.2241951,-76.4972262,112.823,0.017,05:16:2023:16:12:08.277877
44.2241958,-76.4972258,112.656,0.019,05:16:2023:16:12:09.277327
44.2241964,-76.4972254,112.504,0.016,05:16:2023:16:12:10.278786
44.2241969,-76.4972251,112.314,0.021,05:16:2023:16:12:11.278733
44.2241974,-76.4972249,112.123,0.001,05:16:2023:16:12:12.278256
44.2241975,-76.4972243,112.015,0.024,05:16:2023:16:12:13.279042
44.2241981,-76.4972239,111.8,0.005,05:16:2023:16:12:14.278757
44.2241983,-76.4972238,111.724,0.024,05:16:2023:16:12:15.281256
44.2241991,-76.4972241,111.564,0.031,05:16:2023:16:12:16.274722
44.2241995,-76.4972243,111.46,0.021,05:16:2023:16:12:17.278381
44.2242001,-76.4972242,111.3,0.023,05:16:2023:16:12:18.278766
44.2242006,-76.497224,111.126,0.019,05:16:2023:16:12:19.279840
44.2242008,-76.4972237,111.064,0.029,05:16:2023:16:12:20.279304
44.2242011,-76.4972237,111.013,0.023,05:16:2023:16:12:21.280228
44.2242013,-76.4972239,110.926,0.03,05:16:2023:16:12:22.282911
44.2242018,-76.4972242,110.809,0.032,05:16:2023:16:12:23.282057
44.2242026,-76.4972248,110.59,0.033,05:16:2023:16:12:24.281213
44.2242035,-76.4972253,110.351,0.041,05:16:2023:16:12:25.276352
44.2242048,-76.4972257,110.007,0.037,05:16:2023:16:12:26.279600
44.2242055,-76.4972259,109.843,0.005,05:16:2023:16:12:27.281005
44.2242068,-76.4972258,109.41,0.028,05:16:2023:16:12:28.283842
44.2242083,-76.4972257,108.928,0.013,05:16:2023:16:12:29.281342
44.2242093,-76.497225,108.392,0.024,05:16:2023:16:12:30.284020
44.2242102,-76.4972246,108.048,0.012,05:16:2023:16:12:31.282118
44.2242112,-76.4972246,107.697,0.014,05:16:2023:16:12:32.282010
44.2242125,-76.4972246,107.281,0.018,05:16:2023:16:12:33.279130
44.224214,-76.4972247,106.834,0.013,05:16:2023:16:12:34.275153
44.2242154,-76.497225,106.398,0.009,05:16:2023:16:12:35.279237
44.2242169,-76.4972255,105.962,0.007,05:16:2023:16:12:36.279918
44.2242184,-76.4972261,105.565,0.027,05:16:2023:16:12:37.280802
44.2242202,-76.4972268,105.211,0.018,05:16:2023:16:12:38.279899
44.2242217,-76.4972274,104.929,0.019,05:16:2023:16:12:39.278981
44.2242231,-76.4972279,104.594,0.013,05:16:2023:16:12:40.279642
44.2242249,-76.497229,104.22,0.018,05:16:2023:16:12:41.278162
44.2242265,-76.4972301,103.991,0.009,05:16:2023:16:12:42.279129
44.2242281,-76.4972312,103.734,0.017,05:16:2023:16:12:43.273382
44.2242294,-76.4972321,103.509,0.009,05:16:2023:16:12:44.276317
44.2242313,-76.4972334,103.241,0.025,05:16:2023:16:12:45.279085
44.224233,-76.4972346,103.01,0.015,05:16:2023:16:12:46.279561
44.2242346,-76.4972358,102.84,0.016,05:16:2023:16:12:47.279086
44.2242361,-76.4972369,102.696,0.024,05:16:2023:16:12:48.281391
44.2242374,-76.4972382,102.638,0.014,05:16:2023:16:12:49.280976
44.2242388,-76.4972394,102.57,0.007,05:16:2023:16:12:50.280803
44.22424,-76.4972405,102.542,0.019,05:16:2023:16:12:51.281438
44.2242409,-76.4972414,102.565,0.024,05:16:2023:16:12:52.276175
44.2242424,-76.4972429,102.501,0.02,05:16:2023:16:12:53.278339
44.224243,-76.4972433,102.552,0.016,05:16:2023:16:12:54.281127
44.2242436,-76.4972439,102.596,0.01,05:16:2023:16:12:55.279872
44.2242446,-76.4972447,102.591,0.007,05:16:2023:16:12:56.278263
44.2242451,-76.4972453,102.712,0.031,05:16:2023:16:12:57.281205
44.2242457,-76.4972459,102.718,0.029,05:16:2023:16:12:58.278995
44.2242465,-76.4972465,102.705,0.016,05:16:2023:16:12:59.279930
44.2242472,-76.4972471,102.666,0.013,05:16:2023:16:13:00.279867
44.2242479,-76.4972479,102.676,0.014,05:16:2023:16:13:01.275237
44.2242482,-76.4972482,102.724,0.021,05:16:2023:16:13:02.279424
44.2242485,-76.4972485,102.772,0.003,05:16:2023:16:13:03.279322
44.2242487,-76.4972486,102.836,0.004,05:16:2023:16:13:04.278099
44.2242489,-76.4972484,102.893,0.012,05:16:2023:16:13:05.281181
44.2242487,-76.4972477,102.993,0.027,05:16:2023:16:13:06.278356
44.2242491,-76.4972477,102.914,0.022,05:16:2023:16:13:07.280319
44.2242496,-76.4972483,102.874,0.024,05:16:2023:16:13:08.280201
44.2242495,-76.4972485,102.914,0.015,05:16:2023:16:13:09.283332
44.224249,-76.4972477,103.058,0.032,05:16:2023:16:13:10.277112
44.2242487,-76.4972469,103.15,0.004,05:16:2023:16:13:11.281174
44.2242489,-76.4972466,103.06,0.019,05:16:2023:16:13:12.282010
44.224249,-76.4972463,103.078,0.045,05:16:2023:16:13:13.280128
44.2242489,-76.4972459,103.111,0.007,05:16:2023:16:13:14.279090
44.2242491,-76.497246,103.064,0.007,05:16:2023:16:13:15.280351
44.2242495,-76.4972467,102.986,0.008,05:16:2023:16:13:16.277806
44.2242494,-76.4972462,103.004,0.015,05:16:2023:16:13:17.274808
44.224249,-76.4972453,103.059,0.007,05:16:2023:16:13:18.276956
44.2242485,-76.4972442,103.233,0.016,05:16:2023:16:13:19.274355
44.2242483,-76.4972435,103.279,0.006,05:16:2023:16:13:20.277222
44.2242481,-76.4972428,103.352,0.018,05:16:2023:16:13:21.279080
44.2242483,-76.4972428,103.316,0.003,05:16:2023:16:13:22.278743
44.2242487,-76.4972429,103.214,0.005,05:16:2023:16:13:23.276833
44.2242489,-76.4972429,103.121,0.011,05:16:2023:16:13:24.279212
44.2242491,-76.4972426,103.062,0.013,05:16:2023:16:13:25.277678
44.224249,-76.4972421,103.049,0.011,05:16:2023:16:13:26.278048
